VegetableType,Distrcit,Rainfall,MaximumTemperature,MinimumTemperature, RelativeHumidity,Pressure,Extent,Production
beetroot,badulla,332.7419571,31.23,23.24,76.07,97.91,6.7,112.3
beetroot,badulla,261.7149571,33.32,23.71,72.25,97.97,7.8,141.5
beetroot,badulla,604.8983857,29.47,22.77,82.33,97.75,4.8,58.3
beetroot,badulla,806.9454286,28.8,22.38,84.89,97.72,4.3,48.2
beetroot,badulla,984.9121143,28.39,22.13,86.34,97.67,3.9,43.3
beetroot,badulla,492.0640714,30.19,23,79.96,97.83,5.4,73.1
beetroot,badulla,153.185,32.98,24.13,67.7,98.06,9.3,196.3
beetroot,badulla,276.0036429,31.84,23.63,73.1,97.96,7.6,134.8
beetroot,badulla,250.6640714,33.53,23.75,71.94,97.98,8,144.6
beetroot,badulla,721.2022714,29.07,22.6,83.76,97.74,4.5,52.2
beetroot,badulla,938.1138,28.47,22.18,85.85,97.68,4,44.1
beetroot,badulla,662.1602571,29.21,22.67,83.51,97.78,4.6,54.2
beetroot,badulla,512.3499714,30.03,22.95,80.66,97.81,5.2,66.7
beetroot,badulla,1022.248043,28.33,22.05,86.5,97.67,3.9,42.5
beetroot,badulla,729.5268714,29.01,22.57,84.54,97.73,4.5,51.4
beetroot,badulla,1355.204429,27.77,21.64,88.04,97.62,3.5,37.5
beetroot,badulla,2022.004471,27.13,20.71,92.28,97.5,3.2,31.1
beetroot,badulla,752.9499714,28.94,22.52,84.74,97.73,4.4,50.6
beetroot,badulla,3086.215971,26.19,19.02,89.95,97.56,2.6,22.7
beetroot,badulla,460.9378571,30.42,23.07,79.15,97.84,5.6,76.8
beetroot,badulla,807.6176857,28.79,22.38,84.91,97.71,4.3,48.2
beetroot,badulla,492.8624571,30.14,22.99,80.04,97.82,5.4,72.2
beetroot,badulla,3821.5966,25.6,18.2,90.38,97.55,2.4,5.4
beetroot,badulla,493.3353,30.13,22.99,80.06,97.82,5.4,71.5
beetroot,badulla,726.7364571,29.03,22.58,84.46,97.74,4.5,51.6
beetroot,badulla,201.6127857,32.65,23.94,69.91,98.02,8.7,173.4
beetroot,badulla,15.8040143,35.27,24.79,59.67,98.23,12.7,325.1
beetroot,badulla,372.4032571,30.93,23.14,77.15,97.89,6.3,99.3
beetroot,badulla,812.2854143,28.78,22.38,84.95,97.71,4.2,48.1
beetroot,badulla,227.5197286,34.12,23.84,71.19,97.99,8.4,158
beetroot,badulla,70.9862571,32.32,24.36,64.69,98.12,10.8,252.2
beetroot,badulla,297.8686286,31.61,23.56,73.77,97.94,7.3,125.3
beetroot,badulla,173.7932857,32.9,24.04,68.19,98.04,9.1,192.1
beetroot,badulla,128.789,31.99,24.22,66.44,98.08,9.9,222.6
beetroot,badulla,475.2739,30.32,23.04,79.46,97.84,5.5,75.4
beetroot,badulla,356.4990857,31.02,23.17,76.69,97.89,6.5,104.8
beetroot,badulla,517.9688714,30.02,22.95,80.76,97.81,5.2,66.4
beetroot,badulla,1806.586014,27.32,20.97,89.47,97.57,3.2,33
beetroot,badulla,2898.338829,26.24,19.22,91.94,97.5,2.7,24.2
beetroot,badulla,366.4116571,30.94,23.14,77.05,97.89,6.4,100
beetroot,badulla,159.3825571,32.95,24.07,68.07,98.05,9.2,194.2
beetroot,badulla,642.2944857,29.3,22.7,83.06,97.78,4.7,55.9
beetroot,badulla,1039.0825,28.23,22,86.72,97.66,3.8,41.7
beetroot,badulla,503.7673571,30.05,22.97,80.43,97.82,5.3,67.4
beetroot,badulla,278.1484,31.8,23.62,73.2,97.96,7.6,133.9
beetroot,badulla,313.1614429,31.41,23.53,74.73,97.93,7,122.8
beetroot,badulla,934.7147429,28.48,22.2,85.77,97.69,4,44.6
beetroot,badulla,343.3309,31.14,23.2,76.29,97.9,6.6,110.5
beetroot,badulla,334.0844714,31.22,23.22,76.11,97.91,6.7,112
beetroot,badulla,289.4478571,31.62,23.57,73.57,97.94,7.4,127.1
beetroot,badulla,511.2993,30.03,22.96,80.6,97.81,5.3,67
beetroot,badulla,555.6876286,29.74,22.89,81.39,97.79,5,62.9
beetroot,badulla,632.1698714,29.34,22.73,82.92,97.77,4.7,56.7
beetroot,badulla,1324.612457,27.82,21.65,87.91,97.62,3.6,37.8
beetroot,badulla,338.8520286,31.2,23.21,76.17,97.91,6.7,111.8
beetroot,badulla,950.4522,28.45,22.16,85.94,97.68,4,43.9
beetroot,badulla,443.7610429,30.55,23.32,78.68,97.86,5.8,83.6
beetroot,badulla,453.4412143,30.46,23.29,79.05,97.85,5.7,78.5
beetroot,badulla,1014.017943,28.34,22.08,86.42,97.67,3.9,42.5
beetroot,badulla,3955.692086,25.53,17.99,90.43,97.54,2.4,5.1
beetroot,badulla,532.4480429,29.93,22.91,81.06,97.8,5.1,65.5
beetroot,badulla,1657.330657,27.41,21.08,89.05,97.58,3.3,33.6
beetroot,badulla,1707.461943,27.36,21.02,89.29,97.58,3.3,33.4
beetroot,badulla,2097.908014,27.12,20.67,92.55,97.49,3.1,30.7
beetroot,badulla,779.2061857,28.88,22.43,84.18,97.72,4.3,49.6
beetroot,badulla,978.9342143,28.41,22.15,86.08,97.67,4,43.6
beetroot,badulla,2295.289386,26.91,20.37,93.38,97.46,3,29.6
beetroot,badulla,2121.2607,27.08,20.61,92.63,97.49,3.1,30.5
beetroot,badulla,708.0826714,29.11,22.62,83.71,97.74,4.5,52.4
beetroot,badulla,1445.275957,27.64,21.49,88.28,97.61,3.5,36.8
beetroot,badulla,1653.908229,27.41,21.09,89.05,97.58,3.3,33.7
beetroot,badulla,2344.3899,26.84,20.24,93.61,97.44,3,29.2
beetroot,badulla,823.8918143,28.75,22.37,85,97.71,4.2,47.5
beetroot,badulla,259.3770286,33.35,23.73,72.21,97.97,7.9,141.8
beetroot,badulla,268.9463286,31.9,23.65,72.88,97.96,7.7,138.2
beetroot,badulla,197.0765,32.74,23.97,69.36,98.03,8.9,175.3
beetroot,badulla,831.3714143,28.69,22.35,85.19,97.71,4.2,47
beetroot,badulla,951.5725857,28.44,22.16,85.94,97.68,4,43.9
beetroot,badulla,1881.114343,27.2,20.85,89.85,97.56,3.2,32.2
beetroot,badulla,65.1487571,32.34,24.4,64.51,98.13,10.9,253.3
beetroot,badulla,3393.043243,26.02,18.82,90.17,97.55,2.6,10.3
beetroot,badulla,399.0881143,30.79,23.47,77.8,97.87,6.1,94.4
beetroot,badulla,391.2274286,30.86,23.26,77.58,97.87,6.2,97.2
beetroot,badulla,146.0875286,33.05,24.13,67.58,98.06,9.5,197.6
beetroot,badulla,314.0230143,31.4,23.53,74.84,97.93,7,120.8
beetroot,badulla,586.5687,29.59,22.8,82.01,97.76,4.9,59.1
beetroot,badulla,871.8444571,28.59,22.26,85.5,97.7,4.1,45.5
beetroot,badulla,2585.197557,26.67,19.86,91.13,97.53,2.9,26.6
beetroot,badulla,1166.824671,28.1,21.87,87.05,97.64,3.7,40
beetroot,badulla,1000.877971,28.37,22.12,86.4,97.67,3.9,42.8
beetroot,badulla,3996.971286,25.52,17.87,90.51,97.54,2.4,4.9
beetroot,badulla,2752.053429,26.37,19.47,91.72,97.51,2.8,25.7
beetroot,badulla,467.8384857,30.32,23.05,79.42,97.84,5.5,75.5
beetroot,badulla,365.5333,30.95,23.15,76.88,97.89,6.4,101.4
beetroot,badulla,2737.819471,26.38,19.49,91.69,97.51,2.8,25.7
beetroot,badulla,401.0215143,30.78,23.46,77.99,97.87,6,93.6
beetroot,badulla,332.5904143,31.24,23.24,75.98,97.91,6.8,112.3
beetroot,badulla,340.9849857,31.17,23.2,76.22,97.91,6.6,111.2
beetroot,badulla,358.5230286,31,23.17,76.74,97.89,6.5,103.5
beetroot,badulla,512.6956571,30.03,22.95,80.71,97.81,5.2,66.6
beetroot,badulla,731.3345571,28.98,22.56,84.57,97.73,4.4,51
beetroot,badulla,462.9807571,30.39,23.06,79.36,97.84,5.6,75.8
beetroot,badulla,221.9061286,34.23,23.88,71.14,98,8.4,158.8
beetroot,badulla,304.1076429,31.57,23.55,73.99,97.93,7.2,124.9
beetroot,badulla,356.0957429,31.03,23.17,76.61,97.9,6.5,104.9
beetroot,badulla,761.7313857,28.91,22.48,83.89,97.72,4.4,50.2
beetroot,badulla,266.9984286,31.95,23.69,72.42,97.96,7.8,140.7
beetroot,badulla,723.6878857,29.07,22.6,83.8,97.74,4.5,51.9
beetroot,badulla,335.7510286,31.21,23.22,76.16,97.91,6.7,111.8
beetroot,badulla,563.9275714,29.69,22.86,81.73,97.79,5,61.6
beetroot,badulla,1588.952686,27.52,21.29,88.53,97.59,3.4,34.9
beetroot,badulla,1378.942714,27.75,21.62,88.1,97.61,3.5,37.4
beetroot,badulla,447.6869714,30.5,23.31,78.8,97.85,5.7,82.5
beetroot,badulla,2868.677743,26.34,19.33,91.86,97.5,2.7,24.9
beetroot,badulla,4178.179871,25.32,17.6,93.95,97.4,2.3,4.5
beetroot,badulla,4074.645743,25.45,17.72,93.93,97.42,2.3,4.7
beetroot,badulla,840.1716714,28.66,22.33,85.28,97.7,4.2,46.4
beetroot,badulla,1653.615314,27.42,21.13,89,97.58,3.3,33.8
beetroot,badulla,1040.479371,28.22,22,86.74,97.66,3.8,41.7
beetroot,badulla,740.2108429,28.96,22.55,84.7,97.73,4.4,50.7
beetroot,badulla,5828.212643,24.65,17.04,96.17,97.27,2,3.3
beetroot,badulla,3185.370786,26.17,19,90.09,97.56,2.6,21.7
beetroot,badulla,1402.624029,27.72,21.6,88.14,97.61,3.5,37.1
beetroot,badulla,529.1583286,29.94,22.91,81.01,97.8,5.2,65.8
beetroot,badulla,1375.5294,27.77,21.63,88.05,97.61,3.5,37.4
beetroot,badulla,1293.208486,27.86,21.7,87.84,97.62,3.6,38.1
beetroot,badulla,316.2224,31.39,23.52,74.97,97.93,6.9,120
beetroot,badulla,114.3459,32.12,24.25,66.26,98.09,10,228.8
beetroot,badulla,369.3788286,30.93,23.14,77.13,97.89,6.3,99.8
beetroot,badulla,129.3387429,31.98,24.2,66.58,98.08,9.8,221.9
beetroot,badulla,507.9431429,30.04,22.96,80.47,97.81,5.3,67.2
beetroot,badulla,911.7047286,28.53,22.22,85.72,97.69,4,44.9
beetroot,badulla,299.2814429,31.6,23.55,73.88,97.94,7.3,125.1
beetroot,badulla,380.2093286,30.92,23.1,77.26,97.88,6.3,98.8
beetroot,badulla,443.5711714,30.55,23.33,78.66,97.86,5.8,83.8
beetroot,badulla,108.5066429,32.17,24.29,65.88,98.09,10.2,244.5
beetroot,badulla,29.3307571,34.92,24.56,61.64,98.18,12,289.5
beetroot,badulla,351.7609571,31.12,23.18,76.41,97.9,6.6,109.1
beetroot,badulla,544.6361857,29.83,22.89,81.24,97.8,5.1,63.8
beetroot,badulla,1022.667257,28.31,22.04,86.52,97.67,3.9,42.4
beetroot,badulla,449.3626286,30.49,23.31,78.86,97.85,5.7,81.2
beetroot,badulla,250.2112714,33.59,23.75,71.86,97.98,8.1,145.1
beetroot,badulla,721.3032286,29.07,22.6,83.77,97.74,4.5,52.1
beetroot,badulla,607.4812571,29.47,22.77,82.38,97.75,4.8,58.1
beetroot,badulla,4002.7356,25.47,17.85,90.62,97.54,2.4,4.8
beetroot,badulla,771.2943143,28.9,22.45,84.08,97.72,4.3,49.7
beetroot,badulla,462.2395429,30.41,23.06,79.23,97.84,5.6,76
beetroot,badulla,509.2162714,30.03,22.96,80.5,97.81,5.3,67.2
beetroot,badulla,297.4246714,31.61,23.56,73.74,97.94,7.3,125.3
beetroot,badulla,437.5319429,30.59,23.35,78.53,97.86,5.9,85.3
beetroot,badulla,179.0710429,32.88,24.03,68.41,98.04,9.1,187.8
beetroot,badulla,136.3291857,33.18,24.17,66.97,98.07,9.8,217.8
beetroot,badulla,289.4074143,31.64,23.58,73.52,97.95,7.4,127.3
beetroot,badulla,307.7813571,31.49,23.54,74.49,97.93,7.2,124.5
beetroot,badulla,1501.563457,27.59,21.42,88.39,97.6,3.4,36
beetroot,badulla,264.3159571,31.95,23.71,72.34,97.96,7.8,141.2
beetroot,badulla,312.3076429,31.43,23.54,74.67,97.93,7,123.2
beetroot,badulla,366.0475286,30.95,23.14,76.97,97.89,6.4,100.6
beetroot,badulla,579.2567143,29.63,22.81,81.91,97.76,4.9,59.5
beetroot,badulla,463.6821714,30.38,23.06,79.38,97.84,5.6,75.8
beetroot,badulla,325.3568571,31.33,23.5,75.38,97.92,6.8,113.4
beetroot,badulla,305.7114714,31.57,23.55,74.05,97.93,7.2,124.8
beetroot,badulla,317.0744286,31.39,23.52,74.98,97.93,6.9,119.4
beetroot,badulla,419.0484143,30.68,23.41,78.25,97.87,6,89.4
beetroot,badulla,177.2899286,32.88,24.03,68.39,98.04,9.1,188.7
beetroot,badulla,269.2030857,31.87,23.65,72.89,97.96,7.7,138.1
beetroot,badulla,963.4546857,28.43,22.15,85.97,97.68,4,43.9
beetroot,badulla,426.2012286,30.67,23.41,78.29,97.87,5.9,88.2
beetroot,badulla,1408.843657,27.7,21.54,88.2,97.61,3.5,37.1
beetroot,badulla,997.1772286,28.37,22.12,86.37,97.67,3.9,42.8
beetroot,badulla,2626.937971,26.64,19.78,91.23,97.52,2.9,26.6
beetroot,badulla,3145.369786,26.19,19.01,90.03,97.56,2.6,22.3
beetroot,badulla,138.9669714,33.12,24.14,67.09,98.07,9.6,216.8
beetroot,badulla,1580.577843,27.52,21.3,88.52,97.59,3.4,35
beetroot,badulla,445.0156286,30.52,23.32,78.7,97.86,5.8,83.2
beetroot,badulla,424.1102571,30.68,23.41,78.28,97.87,5.9,89
beetroot,badulla,563.8994,29.7,22.86,81.67,97.79,5,61.7
beetroot,badulla,440.9738286,30.56,23.33,78.58,97.86,5.8,84.2
beetroot,badulla,4.8686,37.16,25.17,50.82,98.27,14,359.9
beetroot,badulla,286.0246714,31.73,23.59,73.38,97.95,7.4,128.3
beetroot,badulla,2640.281243,26.63,19.75,91.24,97.52,2.9,26.4
beetroot,badulla,271.3475286,31.87,23.64,72.89,97.96,7.7,138.1
beetroot,badulla,42.2528286,32.51,24.44,63.74,98.15,11.3,277.2
beetroot,badulla,347.8877429,31.12,23.19,76.37,97.9,6.6,110
beetroot,badulla,778.7096857,28.88,22.44,84.17,97.72,4.3,49.7
beetroot,badulla,1183.786171,28.1,21.85,87.1,97.64,3.7,39.8
beetroot,badulla,911.3765857,28.53,22.22,85.71,97.69,4,44.9
beetroot,badulla,1288.496114,27.88,21.71,87.78,97.62,3.6,38.1
beetroot,badulla,42.1715714,32.51,24.45,63.23,98.15,11.3,277.2
beetroot,badulla,873.7278,28.59,22.26,85.5,97.7,4.1,45.5
beetroot,badulla,803.5928,28.8,22.39,84.85,97.72,4.3,48.3
beetroot,badulla,691.4351571,29.14,22.64,83.65,97.75,4.6,53.2
beetroot,badulla,74.6092571,32.31,24.34,65.18,98.11,10.7,250.8
beetroot,badulla,268.4620143,31.9,23.66,72.75,97.96,7.7,140
beetroot,badulla,285.8874857,31.73,23.59,73.33,97.95,7.4,128.5
beetroot,badulla,485.62,30.21,23.01,79.84,97.83,5.4,73.5
beetroot,badulla,793.7799429,28.83,22.41,84.38,97.72,4.3,49.1
beetroot,badulla,1192.354357,28.09,21.83,87.14,97.64,3.7,39.7
beetroot,badulla,859.3512143,28.62,22.3,85.34,97.7,4.1,46
beetroot,badulla,487.6721714,30.19,23.01,79.96,97.83,5.4,73.2
beetroot,badulla,545.7324714,29.83,22.89,81.26,97.8,5.1,63.8
beetroot,badulla,417.5462857,30.72,23.42,78.18,97.87,6,89.7
beetroot,badulla,394.1020143,30.85,23.26,77.68,97.87,6.1,96.7
beetroot,badulla,235.9507143,33.79,23.8,71.36,97.99,8.2,155.6
beetroot,badulla,282.9749571,31.74,23.6,73.24,97.95,7.5,132.2
beetroot,badulla,274.2682571,31.86,23.64,72.93,97.96,7.7,137.5
beetroot,badulla,236.1582143,33.75,23.79,71.37,97.99,8.2,155.6
beetroot,badulla,659.3298714,29.23,22.68,83.4,97.78,4.6,54.9
beetroot,badulla,578.9537857,29.64,22.81,81.89,97.76,4.9,59.5
beetroot,badulla,477.3621143,30.29,23.03,79.53,97.84,5.5,74.6
beetroot,badulla,364.1644,30.96,23.15,76.83,97.89,6.4,101.7
beetroot,badulla,630.2942429,29.34,22.73,82.88,97.77,4.7,56.8
beetroot,badulla,2300.982371,26.88,20.27,93.47,97.46,3,29.4
beetroot,badulla,657.9543143,29.24,22.68,83.36,97.78,4.7,55.3
beetroot,badulla,319.9209429,31.34,23.51,75.06,97.92,6.9,114.6
beetroot,badulla,411.7315286,30.76,23.44,78.11,97.87,6,92
beetroot,badulla,899.9680571,28.55,22.23,85.66,97.69,4,45
beetroot,badulla,837.1667429,28.67,22.34,85.26,97.7,4.2,46.5
beetroot,badulla,433.7143857,30.61,23.37,78.39,97.86,5.9,85.9
beetroot,badulla,848.0616714,28.64,22.31,85.3,97.7,4.1,46.4
beetroot,badulla,2216.291043,27.03,20.51,92.94,97.47,3.1,29.9
beetroot,badulla,3694.289657,25.73,18.49,90.34,97.55,2.5,6.1
beetroot,badulla,324.2270286,31.34,23.5,75.22,97.92,6.8,113.7
beetroot,badulla,481.9395,30.22,23.02,79.72,97.83,5.4,74.1
beetroot,badulla,6643.296557,24.06,16.19,96.32,97.2,1.8,3.2
beetroot,badulla,290.3662286,31.62,23.57,73.58,97.94,7.4,127
beetroot,badulla,1806.954143,27.31,20.97,89.47,97.57,3.2,33
beetroot,badulla,1057.340386,28.21,21.98,86.77,97.66,3.8,41.3
beetroot,badulla,456.9485857,30.46,23.09,79.08,97.85,5.7,78.4
beetroot,badulla,205.1303286,32.56,23.91,70.28,98.01,8.6,170.7
beetroot,badulla,231.4549143,34,23.82,71.25,97.99,8.3,156.3
beetroot,badulla,204.2560143,32.62,23.92,70.18,98.01,8.6,172.1
beetroot,badulla,111.9536286,32.16,24.27,66.08,98.09,10,230.4
beetroot,badulla,646.4831,29.3,22.7,83.06,97.78,4.7,55.9
beetroot,badulla,670.5423857,29.18,22.67,83.53,97.78,4.6,54.1
beetroot,badulla,307.1687429,31.52,23.55,74.21,97.93,7.2,124.8
beetroot,badulla,50.3563714,32.41,24.42,64.08,98.14,11.1,257.2
beetroot,badulla,1467.311557,27.64,21.47,88.28,97.6,3.5,36.6
beetroot,badulla,269.0449571,31.88,23.65,72.88,97.96,7.7,138.2
beetroot,badulla,981.9138,28.39,22.13,86.28,97.67,3.9,43.3
beetroot,badulla,124.2431429,32.01,24.23,66.41,98.08,9.9,223.4
beetroot,badulla,308.6055429,31.46,23.54,74.57,97.93,7.1,123.8
beetroot,badulla,448.2410714,30.5,23.31,78.86,97.85,5.7,81.8
beetroot,badulla,794.7536571,28.83,22.4,84.43,97.72,4.3,49
beetroot,badulla,274.3142714,31.85,23.63,73.06,97.96,7.6,137.5
beetroot,badulla,555.7089857,29.74,22.88,81.4,97.79,5,62.8
beetroot,badulla,610.8768714,29.47,22.77,82.39,97.75,4.8,58.1
beetroot,badulla,1631.411214,27.46,21.19,88.78,97.59,3.3,34.3
beetroot,badulla,2369.025214,26.78,20.18,93.74,97.44,3,29.1
beetroot,kandy,2411.745329,26.03,18.34,91.26,95.79,1,4.4
beetroot,kandy,1475.125443,26.9,19.97,88.92,95.86,1.3,5.8
beetroot,kandy,531.8251,28.75,21.81,82.11,96.02,2.3,13.8
beetroot,kandy,399.3150429,29.46,22.16,79.88,96.08,2.8,17.1
beetroot,kandy,1291.237214,27.05,20.29,88.29,95.88,1.4,6.4
beetroot,kandy,508.0031714,28.88,21.87,81.69,96.03,2.4,14.1
beetroot,kandy,534.3657143,28.73,21.8,82.13,96.02,2.3,13.8
beetroot,kandy,3026.272514,25.5,17.45,92.34,95.75,0.8,3.9
beetroot,kandy,545.4362,28.69,22.07,82.28,96.02,2.2,13.4
beetroot,kandy,2139.898471,26.31,19.01,90.58,95.81,1.1,4.8
beetroot,kandy,82.7554143,30.33,23.18,70.06,96.29,5.2,36.4
beetroot,kandy,345.6166,31.13,22.32,79.41,96.09,3,30.3
beetroot,kandy,386.6305857,29.52,22.19,78.43,96.11,2.8,14.2
beetroot,kandy,681.0761429,28.13,21.47,88.6,95.87,0.8,4.3
beetroot,kandy,140.7848,30.05,22.96,75.84,96.17,0.9,4.2
beetroot,kandy,336.6697143,31.35,22.35,80.39,96.07,0.9,7.4
beetroot,kandy,832.2662286,27.77,21.16,77.14,96.14,3.4,6
beetroot,kandy,1344.9722,27.03,20.2,83.62,95.99,1.3,3.7
beetroot,kandy,830.9679429,27.77,21.17,81.01,96.05,1.1,3.8
beetroot,kandy,435.8340857,29.27,21.77,76.76,96.14,1,4.1
beetroot,kandy,912.1822571,27.62,20.98,85.3,95.95,1.7,4
beetroot,kandy,2284.429371,26.21,18.76,87.96,95.89,4.1,24.2
beetroot,kandy,1144.768471,27.2,20.55,86.95,95.91,0.9,5.5
beetroot,kandy,1021.783843,27.38,20.85,87.17,95.91,1.9,4.7
beetroot,kandy,2153.649657,26.3,18.93,82.03,96.03,2.1,4.3
beetroot,kandy,3224.478443,25.44,17.28,86.62,95.92,4,8.8
beetroot,kandy,334.3481286,31.36,22.35,82.77,96.01,1.6,32.6
beetroot,kandy,2134.638414,26.33,19.03,74.96,96.19,1.9,4.1
beetroot,kandy,132.7843571,30.1,22.98,71.4,96.26,4,10.7
beetroot,kandy,2476.566471,25.92,18.27,78.4,96.11,7.6,12.3
beetroot,kandy,1438.229529,26.92,20,87.06,95.91,2.3,30.9
beetroot,kandy,1302.315129,27.05,20.28,85.69,95.94,3.1,7.6
beetroot,kandy,664.5592143,28.24,21.52,86.35,95.93,1.7,10.9
beetroot,kandy,181.1115571,29.92,22.83,83.33,95.99,1.8,31.1
beetroot,kandy,82.2637571,30.34,23.19,81.24,96.04,4.2,86.4
beetroot,kandy,1058.0971,27.29,20.76,75.52,96.17,1.7,13.9
beetroot,kandy,444.3505143,29.25,21.75,77.02,96.14,2.5,20.3
beetroot,kandy,1357.428086,27.01,20.16,91.41,95.78,1.5,9.3
beetroot,kandy,220.5011143,29.77,22.72,90.92,95.8,0.9,9.5
beetroot,kandy,444.9157714,29.24,21.75,87.78,95.89,1.8,33.1
beetroot,kandy,1280.096529,27.06,20.31,79.77,96.09,1.6,8.7
beetroot,kandy,30.8233857,30.49,23.48,84.27,95.98,2,14.9
beetroot,kandy,150.7343571,30.04,22.93,79.55,96.09,2.4,6.7
beetroot,kandy,1925.704843,26.52,19.21,83.74,95.99,2.2,4.2
beetroot,kandy,539.4244143,28.71,22.08,88.33,95.88,1.7,9.7
beetroot,kandy,1011.996243,27.41,20.86,87.75,95.9,1.6,8
beetroot,kandy,739.0542286,27.95,21.38,92.97,95.71,1.4,11.7
beetroot,kandy,1545.879329,26.79,19.81,74.7,96.19,1.8,14.2
beetroot,kandy,2957.838114,25.6,17.6,82.58,96.01,1.5,13.4
beetroot,kandy,1157.082143,27.19,20.51,76.2,96.16,1.6,8.9
beetroot,kandy,1529.874729,26.82,19.85,89.12,95.85,1.7,7.7
beetroot,kandy,1698.835714,26.68,19.59,89.53,95.84,1.9,6.3
beetroot,kandy,734.4292429,27.96,21.38,84.76,95.97,2,9.4
beetroot,kandy,1123.781543,27.21,20.58,87.62,95.9,1.1,6.6
beetroot,kandy,1070.891829,27.27,20.7,87.32,95.9,1.7,7.8
beetroot,kandy,1508.218457,26.87,19.91,89.02,95.86,2.3,8.2
beetroot,kandy,2058.605429,26.39,19.07,90.35,95.82,2.2,10.3
beetroot,kandy,716.4758143,28.04,21.42,84.52,95.97,2.7,11.4
beetroot,kandy,414.9956286,29.41,22.12,80.23,96.08,2.4,4.8
beetroot,kandy,345.1021857,31.13,22.32,78.35,96.11,2.4,9.2
beetroot,kandy,18.4121143,34,23.73,61.59,96.38,1.3,14.1
beetroot,kandy,158.7788429,29.99,22.9,72.99,96.23,2.4,13.2
beetroot,kandy,6.1071,35.41,24.1,54.07,96.46,1.6,17
beetroot,kandy,176.6862429,29.94,22.84,73.97,96.22,2.5,14.6
beetroot,kandy,38.7562429,30.46,23.38,67.7,96.33,2.8,14.3
beetroot,kandy,526.4822714,28.77,21.83,82.05,96.03,1,5.6
beetroot,kandy,2351.460371,26.14,18.61,91.02,95.8,2.2,14.3
beetroot,kandy,1908.122757,26.54,19.25,90.1,95.82,0.7,7.8
beetroot,kandy,3405.352114,25.27,17.04,92.83,95.72,1.2,15
beetroot,kandy,3795.132743,25.04,16.75,93.5,95.7,1.7,17.4
beetroot,kandy,607.9782143,28.44,21.96,83.05,96,2.4,4.5
beetroot,kandy,418.1408857,29.38,22.12,80.34,96.07,3.7,13.1
beetroot,kandy,676.6866857,28.17,21.48,83.99,95.98,3.6,3.5
beetroot,kandy,1238.876529,27.13,20.39,88.01,95.89,1.4,5.1
beetroot,kandy,1188.308143,27.16,20.46,87.87,95.89,1.2,8.2
beetroot,kandy,362.0945429,31.02,22.26,79.02,96.1,6,14.3
beetroot,kandy,221.7257143,29.74,22.69,74.91,96.19,1.5,28.8
beetroot,kandy,640.9854429,28.3,21.57,83.51,95.99,3.1,27.1
beetroot,kandy,1051.133543,27.31,20.78,87.18,95.91,3.2,6.4
beetroot,kandy,930.2137714,27.58,20.96,86.51,95.93,1.2,5.1
beetroot,kandy,40.1463429,30.44,23.35,67.94,96.33,2.2,52.7
beetroot,kandy,692.9828143,28.09,21.46,84.36,95.98,0.9,7.2
beetroot,kandy,1141.072486,27.2,20.55,87.63,95.9,4,6.9
beetroot,kandy,255.9006571,30.6,22.61,75.72,96.17,4.3,26.1
beetroot,kandy,380.2758714,29.65,22.21,78.37,96.11,2.1,17.8
beetroot,kandy,347.6919286,31.1,22.32,79.71,96.09,4,19.2
beetroot,kandy,1405.038457,26.97,20.08,84.09,95.98,3.3,6
beetroot,kandy,257.3864143,30.59,22.61,72.3,96.25,2.8,26
beetroot,kandy,419.6505143,29.37,22.11,78.2,96.11,2.8,16.3
beetroot,kandy,294.6903714,32.11,22.47,85.62,95.94,2,22.2
beetroot,kandy,646.8523714,28.28,21.56,88.4,95.88,2.1,11.8
beetroot,kandy,455.1955,29.19,21.72,85.61,95.95,1.5,15.5
beetroot,kandy,288.1741286,32.22,22.49,80.59,96.07,1.6,22.8
beetroot,kandy,794.4068571,27.84,21.25,86.19,95.93,2.2,9.5
beetroot,kandy,1212.887729,27.15,20.44,90.85,95.81,1.5,6.7
beetroot,kandy,1020.706814,27.39,20.85,87.66,95.9,1.8,7.6
beetroot,kandy,1045.8864,27.32,20.79,87,95.91,2.1,7.5
beetroot,kandy,523.3562857,28.78,21.83,90.65,95.81,2.5,13.9
beetroot,kandy,953.0941857,27.54,20.93,92.55,95.74,5.1,8.1
beetroot,kandy,587.2518,28.53,21.99,78.04,96.12,2.2,12.7
beetroot,kandy,229.7116571,30.77,22.67,90.58,95.81,1.5,28.1
beetroot,kandy,120.0802857,30.21,23.04,71.97,96.25,2.3,38.3
beetroot,kandy,346.9866857,31.12,22.32,91.35,95.79,2,19.2
beetroot,kandy,1031.054814,27.35,20.84,88.78,95.86,1.6,7.5
beetroot,kandy,838.7016143,27.74,21.14,88.3,95.88,2.6,9.1
beetroot,kandy,915.6875857,27.61,20.97,83.75,95.99,3.4,8.4
beetroot,kandy,630.1979857,28.35,21.89,74.08,96.21,1.8,12
beetroot,kandy,474.6437857,29.08,21.65,70.01,96.3,2.5,14.8
beetroot,kandy,252.8846571,30.62,22.62,87.21,95.91,2.7,26.7
beetroot,kandy,291.2707571,32.14,22.48,80.72,96.06,2.1,22.6
beetroot,kandy,2524.194414,25.87,18.2,88.43,95.87,1.6,4.3
beetroot,kandy,2308.3279,26.17,18.66,74.78,96.19,1.1,4.6
beetroot,kandy,1179.214371,27.16,20.49,80.79,96.06,0.8,6.8
